PERIODO,id,TITULO_PROYECTO,PRODUCTORA_RAZON_SOCIAL,TIPO_PRODUCCION,FECHA_RODAJE,FECHA_RODAJE,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,CP,CPA,lon,lat
2011,107,Video Clips Caramelos De Cianuro,I-real Srl,Cine Publicitario,1/10/2011,01/10/2011,25 DE MAYO 457,25 DE MAYO,457,SAN NICOLAS,COMUNA 1,1002,C1002ABI,"-58,37110903","-34,60247249"
2013,108,Vino A Robar,Tres Planos Cine S.A.,Largometraje,12/3/2013,12/03/2013,25 DE MAYO 457,25 DE MAYO,457,SAN NICOLAS,COMUNA 1,1002,C1002ABI,"-58,37110903","-34,60247249"
2012,109,Converse,Primo Audiovisual S.R.L.,Cine Publicitario,12/5/2012,12/05/2012,25 DE MAYO 459,25 DE MAYO,459,SAN NICOLAS,COMUNA 1,1002,C1002ABI,"-58,37110903","-34,60247249"
2012,110,Zona Jobs,Palermo Films Sa,Cine Publicitario,24/3/2012,24/03/2012,25 DE MAYO 459,25 DE MAYO,459,SAN NICOLAS,COMUNA 1,1002,C1002ABI,"-58,37110903","-34,60247249"
2013,111,Vino A Robar,Tres Planos Cine S.A.,Largometraje,11/3/2013,11/03/2013,25 DE MAYO 470,25 DE MAYO,470,SAN NICOLAS,COMUNA 1,1002,C1002ABJ,"-58,37119423","-34,60229347"
2014,112,Tuya,Tres Mentes Sa,Largometraje Con I.N.C.A.A.,10/9/2014,10/09/2014,25 DE MAYO 501,25 DE MAYO,501,SAN NICOLAS,COMUNA 1,1002,C1002ABK,"-58,37115672","-34,60181186"
2011,113,Decathlon,Producciones Svb Sa,Cine Publicitario,21/1/2011,21/01/2011,25 DE MAYO 550,25 DE MAYO,550,SAN NICOLAS,COMUNA 1,1002,C1002ABL,"-58,37126506","-34,60136552"
2011,114,Gran Dt,Awards Cine Srl,Cine Publicitario,6/8/2011,06/08/2011,25 DE MAYO 650,25 DE MAYO,650,SAN NICOLAS,COMUNA 1,1002,C1002ABN,"-58,37137295","-34,60019795"
2014,115,Turn In Down,Primo Audiovisual S.R.L.,Cine Publicitario,14/12/2014,14/12/2014,25 DE MAYO 650,25 DE MAYO,650,SAN NICOLAS,COMUNA 1,1002,C1002ABN,"-58,37137295","-34,60019795"
2012,116,David,Lnd Srl,Cine Publicitario,9/11/2012,09/11/2012,25 DE MAYO 666,25 DE MAYO,666,SAN NICOLAS,COMUNA 1,1002,C1002ABN,"-58,3713855","-34,60008134"
2011,117,Tkmaxx,Altana Films S.A.,Cine Publicitario,13/2/2011,13/02/2011,25 DE MAYO 701,25 DE MAYO,701,SAN NICOLAS,COMUNA 1,1002,C1002ABO,"-58,37136944","-34,59942518"
2011,118,Credit Agricole,Jacaranda Films S.A.,Cine Publicitario,4/2/2011,04/02/2011,25 DE MAYO 732,25 DE MAYO,732,SAN NICOLAS,COMUNA 1,1002,C1002ABP,"-58,37146318","-34,59920722"
2015,119,Campania Gobierno De La Ciudad,Proteina Pura S.A.,Cine Publicitario,4/7/2015,04/07/2015,27 DE FEBRERO AV. 4901,27 DE FEBRERO AV.,4901,NUEVA POMPEYA,COMUNA 4,,,"-58,41696682","-34,65896964"
2011,120,Philips,Goodgate Sa,Cine Publicitario,17/4/2011,17/04/2011,27 DE FEBRERO AV. 6500,27 DE FEBRERO AV.,6500,VILLA SOLDATI,COMUNA 8,1437,C1437FYO,"-58,43214713","-34,67008538"
2013,121,Gms,Tecno Films Srl,Cine Publicitario,14/11/2013,14/11/2013,3 DE FEBRERO 1155,3 DE FEBRERO,1155,PALERMO,COMUNA 14,1426,C1426BJI,"-58,4441145","-34,56844839"
2011,122,Mueve Tu Cuerpo,Peliculas Cortitas Sa,Cine Publicitario,20/5/2011,20/05/2011,3 DE FEBRERO 1401,3 DE FEBRERO,1401,BELGRANO,COMUNA 13,1426,C1426BJO,"-58,44652329","-34,56567858"
2014,123,Martita,Fundacion Del Cine,Estudiantes,25/4/2014,25/04/2014,3 DE FEBRERO 1870,3 DE FEBRERO,1870,BELGRANO,COMUNA 13,1428,C1428AHB,"-58,4502554","-34,56147083"
2012,124,En Mi Vida (todos Contentos),Luis Maria Leoncio Barone,Largometraje Con I.N.C.A.A.,5/2/2012,05/02/2012,3 DE FEBRERO 2301,3 DE FEBRERO,2301,BELGRANO,COMUNA 13,1428,C1428AHK,"-58,45372628","-34,55732665"
2015,125,Maldito Seas Waterfall!,Rio Rojo Contenidos Srl,Largometraje Con I.N.C.A.A.,12/4/2015,12/04/2015,3 DE FEBRERO 2772,3 DE FEBRERO,2772,BELGRANO,COMUNA 13,1428,C1428AHT,"-58,45734857","-34,55324691"
2015,126,Maldito Seas Waterfall!,Rio Rojo Contenidos Srl,Largometraje Con I.N.C.A.A.,27/4/2015,27/04/2015,3 DE FEBRERO 2772,3 DE FEBRERO,2772,BELGRANO,COMUNA 13,1428,C1428AHT,"-58,45734857","-34,55324691"
2012,127,23 Pares,Albertina Carri,Programa Televisivo,3/10/2012,03/10/2012,3 DE FEBRERO 2980,3 DE FEBRERO,2980,NUÑEZ,COMUNA 13,1429,C1429BFD,"-58,45879178","-34,55098581"
2013,128,Aperol,Altana Films S.A.,Cine Publicitario,13/1/2013,13/01/2013,5 DE JULIO 401,5 DE JULIO,401,MONSERRAT,COMUNA 1,1064,C1064ABA,"-58,37124206","-34,61261165"
2012,129,Gobierno De La Ciudad De Buenos Aires,El Santuario S.R.L.,Cine Publicitario,4/2/2012,04/02/2012,5 DE JULIO 401,5 DE JULIO,401,MONSERRAT,COMUNA 1,1064,C1064ABA,"-58,37124206","-34,61261165"
2013,130,Hissu El Grande,Ladoblea S.A.,Cine Publicitario,2/2/2013,02/02/2013,5 DE JULIO 401,5 DE JULIO,401,MONSERRAT,COMUNA 1,1064,C1064ABA,"-58,37124206","-34,61261165"
2012,131,Lynch,Utopica Group Srl,Programa Televisivo,28/11/2012,28/11/2012,5 DE JULIO 401,5 DE JULIO,401,MONSERRAT,COMUNA 1,1064,C1064ABA,"-58,37124206","-34,61261165"
2015,132,Operacion Mexico,Aleph Media Sa,Largometraje Nacional,23/3/2015,23/03/2015,5 DE JULIO 401,5 DE JULIO,401,MONSERRAT,COMUNA 1,1064,C1064ABA,"-58,37124206","-34,61261165"
2011,133,Personal,Ursula Cine Sa,Cine Publicitario,31/3/2011,31/03/2011,5 DE JULIO 401,5 DE JULIO,401,MONSERRAT,COMUNA 1,1064,C1064ABA,"-58,37124206","-34,61261165"
2011,134,Personal,Ursula Cine Sa,Cine Publicitario,30/3/2011,30/03/2011,5 DE JULIO 401,5 DE JULIO,401,MONSERRAT,COMUNA 1,1064,C1064ABA,"-58,37124206","-34,61261165"
2013,135,Coca Cola Zero,Goodgate Sa,Cine Publicitario,14/12/2013,14/12/2013,5 DE JULIO 405,5 DE JULIO,405,MONSERRAT,COMUNA 1,1064,C1064ABA,"-58,37123525","-34,61269494"
2013,136,Berocca,Metropolis Films Sa,Cine Publicitario,7/3/2013,07/03/2013,5 DE JULIO 420,5 DE JULIO,420,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37117605","-34,61262855"
2015,137,Chloe Campai 2016,Goodgate Sa,Fotografia,8/11/2015,08/11/2015,5 DE JULIO 420,5 DE JULIO,420,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37117605","-34,61262855"
2011,138,Goicochea,Orbit Producciones Sa,Cine Publicitario,5/10/2011,05/10/2011,5 DE JULIO 425,5 DE JULIO,425,MONSERRAT,COMUNA 1,1064,C1064ABA,"-58,3712012","-34,61311139"
2011,139,Magnetismo,Awards Cine Srl,Cine Publicitario,27/1/2011,27/01/2011,5 DE JULIO 433,5 DE JULIO,433,MONSERRAT,COMUNA 1,1064,C1064ABA,"-58,3712012","-34,61311139"
2011,140,Kotex,Pioneras Producciones Sa,Cine Publicitario,23/2/2011,23/02/2011,5 DE JULIO 435,5 DE JULIO,435,MONSERRAT,COMUNA 1,1064,C1064ABA,"-58,3712012","-34,61311139"
2013,141,Brahma Cuadro,Tres Planos Cine S.A.,Cine Publicitario,20/8/2013,20/08/2013,5 DE JULIO 444,5 DE JULIO,444,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37117407","-34,61265283"
2013,142,Palermo Nunca Duerme,Delfina Vouilloud,Cortometraje,28/10/2013,28/10/2013,5 DE JULIO 444,5 DE JULIO,444,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37117407","-34,61265283"
2014,143,Arrebato,Ojoblindado Srl,Largometraje Con I.N.C.A.A.,20/2/2014,20/02/2014,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37117407","-34,61265283"
2014,144,Covert Affaires,Tecno Films Srl,Programa Televisivo,27/9/2014,27/09/2014,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37117407","-34,61265283"
2014,145,Italia,Somos Are Srl,Cine Publicitario,5/4/2014,05/04/2014,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37117407","-34,61265283"
2014,146,Italia,Somos Are Srl,Cine Publicitario,12/4/2014,12/04/2014,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37117407","-34,61265283"
2014,147,Jcrew,Compañía Argentina De Peliculas Srl,Fotografia,19/11/2014,19/11/2014,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37117407","-34,61265283"
2014,148,Puertas,Fight Films S.A.,Cine Publicitario,24/5/2014,24/05/2014,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37117407","-34,61265283"
2015,149,La Organizacion,Fundacion Del Cine,Estudiantes,10/10/2015,10/10/2015,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37117407","-34,61265283"
2015,150,La Organizacion,Fundacion Del Cine,Estudiantes,11/10/2015,11/10/2015,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37117407","-34,61265283"
2012,151,Gancia,Lnd Srl,Cine Publicitario,14/11/2012,14/11/2012,5 DE JULIO 451,5 DE JULIO,451,MONSERRAT,COMUNA 1,1064,C1064ABA,"-58,3712012","-34,61311139"
2012,152,Ford Fiesta,Sergio Teubal,Cine Publicitario,17/11/2012,17/11/2012,5 DE JULIO 460,5 DE JULIO,460,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37115666","-34,61286576"
2012,153,Tk Maxx 2,Labhouse S.A.,Cine Publicitario,3/3/2012,03/03/2012,5 DE JULIO 460,5 DE JULIO,460,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37115666","-34,61286576"
2015,154,Bonaqua - Malhidratados,Lnd Srl,Cine Publicitario,24/10/2015,24/10/2015,5 DE JULIO 488,5 DE JULIO,488,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37111013","-34,61343484"
2015,155,Chandon - Celebrate,Lnd Srl,Cine Publicitario,29/9/2015,29/09/2015,5 DE JULIO 489,5 DE JULIO,489,MONSERRAT,COMUNA 1,1064,C1064ABA,"-58,3712012","-34,61311139"
2013,156,Ford Fiesta 2,Nunchaku Cine Srl,Cine Publicitario,18/10/2013,18/10/2013,5 DE JULIO 489,5 DE JULIO,489,MONSERRAT,COMUNA 1,1064,C1064ABA,"-58,3712012","-34,61311139"
2011,157,La Polonesa Heroica,Enerc,Estudiantes,20/11/2011,20/11/2011,5 DE JULIO 500,5 DE JULIO,500,MONSERRAT,COMUNA 1,1064,C1064ABB,"-58,37110562","-34,61348997"
2013,158,Metrobus Transformaciones,Missing Cat Sa,Cine Publicitario,17/7/2013,17/07/2013,9 DE JULIO AV. 1901,9 DE JULIO AV.,1901,MONSERRAT,COMUNA 1,1073,C1073ACA,"-58,38125472","-34,61196735"
2011,159,Mujer Conejo,Veronica Chen,Largometraje Con I.N.C.A.A.,11/4/2011,11/04/2011,ACEVEDO 229,ACEVEDO,229,VILLA CRESPO,COMUNA 15,1414,C1414DJE,"-58,44249871","-34,59955567"
2014,160,Super Chic,Ladoblea S.A.,Cine Publicitario,17/4/2014,17/04/2014,ACEVEDO 636,ACEVEDO,636,VILLA CRESPO,COMUNA 15,1414,C1414DJN,"-58,4379729","-34,59630722"
2014,161,Tio,Filmes S.A.,Cine Publicitario,25/5/2014,25/05/2014,ACEVEDO 636,ACEVEDO,636,VILLA CRESPO,COMUNA 15,1414,C1414DJN,"-58,4379729","-34,59630722"
2012,162,365,1789 Srl,Cine Publicitario,15/6/2012,15/06/2012,ACEVEDO 638,ACEVEDO,638,VILLA CRESPO,COMUNA 15,1414,C1414DJN,"-58,4379729","-34,59630722"
2013,163,El Legado De Garibaldi,Idealismo Contenidos Srl,Programa Televisivo,7/10/2013,07/10/2013,ACEVEDO 638,ACEVEDO,638,VILLA CRESPO,COMUNA 15,1414,C1414DJN,"-58,4379729","-34,59630722"
2015,164,Esperanza Mia,Pol-ka Producciones S.A.,Programa Televisivo,13/5/2015,13/05/2015,ACEVEDO 745,ACEVEDO,745,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43679149","-34,59567457"
2015,165,A Mis Le Encanta,Hypnosis S.R.L.,Cine Publicitario,15/5/2015,15/05/2015,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2015,166,Aguas We,Ladoblea S.A.,Cine Publicitario,26/4/2015,26/04/2015,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2015,167,Aguas We,Ladoblea S.A.,Cine Publicitario,18/5/2015,18/05/2015,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2014,168,Cremix Pachorra,Casta Diva Pictures Sa,Cine Publicitario,1/10/2014,01/10/2014,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2015,169,Danonino Dias,Ad One Srl,Cine Publicitario,17/4/2015,17/04/2015,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2012,170,Dogui,Awards Cine Srl,Cine Publicitario,16/5/2012,16/05/2012,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2012,171,Hellmann's,Bliss Films Srl,Cine Publicitario,1/3/2012,01/03/2012,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2012,172,Knorr,Cine Publicitario S.R.L.,Cine Publicitario,30/6/2012,30/06/2012,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2014,173,Lento,Aguirrefilms Srl,Cine Publicitario,10/10/2014,10/10/2014,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2015,174,Lisopresol Fases: 7 Dias,Capital Intelectual S.A.,Cine Publicitario,7/9/2015,07/09/2015,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2012,175,Lo Que Me Gusta Y Hace Bien,Hypnosis S.R.L.,Cine Publicitario,21/10/2012,21/10/2012,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2011,176,Magistral,Lopez Y Garriga Srl,Cine Publicitario,21/5/2011,21/05/2011,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2012,177,Mama Express,Aguirrefilms Srl,Cine Publicitario,19/9/2012,19/09/2012,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2011,178,Nutriequilibrio,Happy Together Production Services Srl,Cine Publicitario,4/11/2011,04/11/2011,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2012,179,Reinventa,Rasti Films Sa,Cine Publicitario,22/8/2012,22/08/2012,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2013,180,Salvo,Palermo Films Sa,Cine Publicitario,24/4/2013,24/04/2013,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2014,181,Tang La Mesa De La Mama De Mica,Oruga Films S.A.,Cine Publicitario,19/5/2014,19/05/2014,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2015,182,Amigas,48m2 S.A.,Cine Publicitario,16/12/2015,16/12/2015,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,43656997","-34,59553285"
2012,183,Casa Y Paladar,Nunchaku Cine Srl,Cine Publicitario,25/10/2012,25/10/2012,ACEVEDO 787,ACEVEDO,787,VILLA CRESPO,COMUNA 15,1414,C1414DJO,"-58,4364029","-34,59542602"
2012,184,Winners,Peluca Internacional Sa,Cine Publicitario,7/2/2012,07/02/2012,ACEVEDO 869,ACEVEDO,869,VILLA CRESPO,COMUNA 15,1414,C1414DJQ,"-58,43553052","-34,59486902"
2012,185,Amar Es Bendito,Mandragora Producciones Srl,Largometraje Con I.N.C.A.A.,9/4/2012,09/04/2012,"ACHA, MARIANO, GRAL. 2001","ACHA, MARIANO, GRAL.",2001,VILLA URQUIZA,COMUNA 12,1430,C1430DUO,"-58,47527252","-34,57424715"
2012,186,Amar Es Bendito,Mandragora Producciones Srl,Largometraje Con I.N.C.A.A.,12/4/2012,12/04/2012,"ACHA, MARIANO, GRAL. 2001","ACHA, MARIANO, GRAL.",2001,VILLA URQUIZA,COMUNA 12,1430,C1430DUO,"-58,47527252","-34,57424715"
2013,187,Detras Del Show,Sudestada Cine Srl,Programa Televisivo,25/12/2013,25/12/2013,"ACHA, MARIANO, GRAL. 2060","ACHA, MARIANO, GRAL.",2060,VILLA URQUIZA,COMUNA 12,1430,C1430DUP,"-58,47564485","-34,57394938"
2012,188,Diamond Santoro Y La Soga De Los Muertos,Puenzo Hnos. S.A.,Largometraje Con I.N.C.A.A.,2/2/2012,02/02/2012,"ACHA, MARIANO, GRAL. 3037","ACHA, MARIANO, GRAL.",3037,VILLA URQUIZA,COMUNA 12,1430,C1430DVI,"-58,48308241","-34,56546115"
2011,189,J.O.D.A,Montecarlo Films Srl,Cine Publicitario,21/11/2011,21/11/2011,"ACHA, MARIANO, GRAL. 3778","ACHA, MARIANO, GRAL.",3778,SAAVEDRA,COMUNA 12,1430,C1430DVX,"-58,48928325","-34,55788171"
2012,190,Lo Que Me Gusta Y Hace Bien,Hypnosis S.R.L.,Cine Publicitario,23/10/2012,23/10/2012,"ACHA, MARIANO, GRAL. 3779","ACHA, MARIANO, GRAL.",3779,SAAVEDRA,COMUNA 12,1430,C1430DVW,"-58,48920474","-34,55784914"
2011,191,La Bagoneta,Aleph Media Sa,Largometraje Con I.N.C.A.A.,15/11/2011,15/11/2011,"ACHA, MARIANO, GRAL. 4813","ACHA, MARIANO, GRAL.",4813,SAAVEDRA,COMUNA 12,1430,C1430DWS,"-58,49490608","-34,54968256"
2013,192,El Misterio De La Felicidad,Bdcine Srl,Largometraje Nacional,5/8/2013,05/08/2013,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,35863994","-34,61135919"
2012,193,En Mi Vida (todos Contentos),Luis Maria Leoncio Barone,Largometraje Con I.N.C.A.A.,13/2/2012,13/02/2012,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,35863994","-34,61135919"
2015,194,Esika,Jorge Osvaldo Leon,Fotografia,22/7/2015,22/07/2015,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,35863994","-34,61135919"
2012,195,La Mujer De La Foto,Fundacion Del Cine,Estudiantes,8/12/2012,08/12/2012,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,35863994","-34,61135919"
2013,196,Personal,Rebolucion S.A.,Cine Publicitario,13/7/2013,13/07/2013,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,35863994","-34,61135919"
2012,197,Portabildad,Ladoblea S.A.,Cine Publicitario,5/2/2012,05/02/2012,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,35863994","-34,61135919"
2013,198,Solamente Vos,Pol-ka Producciones S.A.,Programa Televisivo,28/1/2013,28/01/2013,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,35863994","-34,61135919"
2011,199,Tecnopolis,Rebolucion S.A.,Cine Publicitario,6/9/2011,06/09/2011,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,35863994","-34,61135919"
2011,200,Tecnopolis,Rebolucion S.A.,Cine Publicitario,29/9/2011,29/09/2011,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,35863994","-34,61135919"
2013,201,Up Is Down,Producciones Starfilm Srl,Documental,14/4/2013,14/04/2013,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,35863994","-34,61135919"
2011,202,Eloisa,Eloisa Iturbe,Institucionales,15/7/2011,15/07/2011,"ACHAVAL RODRIGUEZ, T., DR. AV. 1102","ACHAVAL RODRIGUEZ, T., DR. AV.",1102,PUERTO MADERO,COMUNA 1,1107,C1107ACN,"-58,35877115","-34,61075093"
2014,203,Fiat 500l,Indigena Srl,Cine Publicitario,1/4/2014,01/04/2014,"ACHAVAL RODRIGUEZ, T., DR. AV. 1111","ACHAVAL RODRIGUEZ, T., DR. AV.",1111,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,35882131","-34,61115028"
2015,204,Koovs,Awards Cine Srl,Cine Publicitario,2/10/2015,02/10/2015,"ACHAVAL RODRIGUEZ, T., DR. AV. 1120","ACHAVAL RODRIGUEZ, T., DR. AV.",1120,PUERTO MADERO,COMUNA 1,1107,C1107ACN,"-58,35864037","-34,61159241"
2015,205,Gcba Domingo Y Corredores,Rozca S.A.,Cine Publicitario,8/5/2015,08/05/2015,"ACHAVAL RODRIGUEZ, T., DR. AV. 1121","ACHAVAL RODRIGUEZ, T., DR. AV.",1121,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,3586162","-34,61162241"
2014,206,Launch- Zero,Ladoblea S.A.,Cine Publicitario,14/2/2014,14/02/2014,"ACHAVAL RODRIGUEZ, T., DR. AV. 1121","ACHAVAL RODRIGUEZ, T., DR. AV.",1121,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,3586162","-34,61162241"
2014,207,Launch- Zero,Ladoblea S.A.,Cine Publicitario,17/2/2014,17/02/2014,"ACHAVAL RODRIGUEZ, T., DR. AV. 1121","ACHAVAL RODRIGUEZ, T., DR. AV.",1121,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,3586162","-34,61162241"
2015,208,Manifiesto,Oruga Films S.A.,Cine Publicitario,12/8/2015,12/08/2015,"ACHAVAL RODRIGUEZ, T., DR. AV. 1121","ACHAVAL RODRIGUEZ, T., DR. AV.",1121,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,3586162","-34,61162241"
2014,209,Siempre Libre Fit,Ct Comunicaciones Srl,Cine Publicitario,27/8/2014,27/08/2014,"ACHAVAL RODRIGUEZ, T., DR. AV. 1121","ACHAVAL RODRIGUEZ, T., DR. AV.",1121,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,3586162","-34,61162241"
2015,210,Dispuesto A Todo,Kocawa Srl,Cortometraje,18/11/2015,18/11/2015,"ACHAVAL RODRIGUEZ, T., DR. AV. 1121","ACHAVAL RODRIGUEZ, T., DR. AV.",1121,PUERTO MADERO,COMUNA 1,1107,C1107ACA,"-58,3586162","-34,61162241"
2012,211,David,Lnd Srl,Cine Publicitario,13/11/2012,13/11/2012,"ACHAVAL RODRIGUEZ, T., DR. AV. 1230","ACHAVAL RODRIGUEZ, T., DR. AV.",1230,PUERTO MADERO,COMUNA 1,1107,C1107ACO,"-58,35787959","-34,6134396"
2011,212,Personal Cuestionario,Montecarlo Films Srl,Cine Publicitario,6/8/2011,06/08/2011,"ACHAVAL RODRIGUEZ, T., DR. AV. 1255","ACHAVAL RODRIGUEZ, T., DR. AV.",1255,PUERTO MADERO,COMUNA 1,1107,C1107ACB,"-58,35772867","-34,61386775"
2011,213,Mercedes Benz,El Santuario S.R.L.,Cine Publicitario,10/8/2011,10/08/2011,"ACHAVAL RODRIGUEZ, T., DR. AV. 1301","ACHAVAL RODRIGUEZ, T., DR. AV.",1301,PUERTO MADERO,COMUNA 1,1107,C1107ACC,"-58,35745099","-34,61465554"
2011,214,Andes Norte,Landia S.R.L.,Cine Publicitario,12/9/2011,12/09/2011,"ACHAVAL RODRIGUEZ, T., DR. AV. 1353","ACHAVAL RODRIGUEZ, T., DR. AV.",1353,PUERTO MADERO,COMUNA 1,1107,C1107ACC,"-58,35713708","-34,61554608"
2013,215,Aperol,Altana Films S.A.,Cine Publicitario,14/1/2013,14/01/2013,"ACHAVAL RODRIGUEZ, T., DR. AV. 1353","ACHAVAL RODRIGUEZ, T., DR. AV.",1353,PUERTO MADERO,COMUNA 1,1107,C1107ACC,"-58,35713708","-34,61554608"
2013,216,Gancia - El Dato,Lnd Srl,Cine Publicitario,17/10/2013,17/10/2013,"ACHAVAL RODRIGUEZ, T., DR. AV. 1353","ACHAVAL RODRIGUEZ, T., DR. AV.",1353,PUERTO MADERO,COMUNA 1,1107,C1107ACC,"-58,35713708","-34,61554608"
2015,217,Lusers,Labhouse S.A.,Largometraje,2/6/2015,02/06/2015,"ACHAVAL RODRIGUEZ, T., DR. AV. 1353","ACHAVAL RODRIGUEZ, T., DR. AV.",1353,PUERTO MADERO,COMUNA 1,1107,C1107ACC,"-58,35713708","-34,61554608"
2014,218,Mercedes Benz,Vasko Films Srl,Fotografia,25/2/2014,25/02/2014,"ACHAVAL RODRIGUEZ, T., DR. AV. 1353","ACHAVAL RODRIGUEZ, T., DR. AV.",1353,PUERTO MADERO,COMUNA 1,1107,C1107ACC,"-58,35713708","-34,61554608"
